Scalar SIGMAXX under Static for NODALGROUP 2: NODENUMBER X0  Y0  Z0  RESULT-1 RESULT-2 ... RESULT-N
5
   0.0000E+00
 5  5.0000E-01  0.0000E+00  0.0000E+00  2.9091E+01
 323  5.0000E-01  1.0000E+00  0.0000E+00 -2.9091E+01
 332  5.0000E-01  7.5000E-01  0.0000E+00 -1.4545E+01
 333  5.0000E-01  5.0000E-01  0.0000E+00 -7.1669E-11
 334  5.0000E-01  2.5000E-01  0.0000E+00  1.4545E+01
