# node 2
   0.0000E+00    0.0000E+00  0.0000E+00  0.0000E+00
   1.0000E-03    7.8957E-05  0.0000E+00  0.0000E+00
   2.0000E-03    3.1539E-04  0.0000E+00  0.0000E+00
   3.0000E-03    7.0840E-04  0.0000E+00  0.0000E+00
   4.0000E-03    1.2571E-03  0.0000E+00  0.0000E+00
   5.0000E-03    1.9605E-03  0.0000E+00  0.0000E+00
   6.0000E-03    2.8177E-03  0.0000E+00  0.0000E+00
   7.0000E-03    3.8278E-03  0.0000E+00  0.0000E+00
   8.0000E-03    4.9897E-03  0.0000E+00  0.0000E+00
   9.0000E-03    6.3024E-03  0.0000E+00  0.0000E+00
   1.0000E-02    7.7650E-03  0.0000E+00  0.0000E+00
   1.1000E-02    9.3763E-03  0.0000E+00  0.0000E+00
   1.2000E-02    1.1135E-02  0.0000E+00  0.0000E+00
   1.3000E-02    1.3041E-02  0.0000E+00  0.0000E+00
   1.4000E-02    1.5092E-02  0.0000E+00  0.0000E+00
   1.5000E-02    1.7288E-02  0.0000E+00  0.0000E+00
   1.6000E-02    1.9627E-02  0.0000E+00  0.0000E+00
   1.7000E-02    2.2108E-02  0.0000E+00  0.0000E+00
   1.8000E-02    2.4730E-02  0.0000E+00  0.0000E+00
   1.9000E-02    2.7492E-02  0.0000E+00  0.0000E+00
   2.0000E-02    3.0392E-02  0.0000E+00  0.0000E+00
   2.1000E-02    3.3430E-02  0.0000E+00  0.0000E+00
   2.2000E-02    3.6604E-02  0.0000E+00  0.0000E+00
   2.3000E-02    3.9913E-02  0.0000E+00  0.0000E+00
   2.4000E-02    4.3356E-02  0.0000E+00  0.0000E+00
   2.5000E-02    4.6931E-02  0.0000E+00  0.0000E+00
   2.6000E-02    5.0637E-02  0.0000E+00  0.0000E+00
   2.7000E-02    5.4473E-02  0.0000E+00  0.0000E+00
   2.8000E-02    5.8438E-02  0.0000E+00  0.0000E+00
   2.9000E-02    6.2530E-02  0.0000E+00  0.0000E+00
   3.0000E-02    6.6747E-02  0.0000E+00  0.0000E+00
   3.1000E-02    7.1090E-02  0.0000E+00  0.0000E+00
   3.2000E-02    7.5555E-02  0.0000E+00  0.0000E+00
   3.3000E-02    8.0142E-02  0.0000E+00  0.0000E+00
   3.4000E-02    8.4850E-02  0.0000E+00  0.0000E+00
   3.5000E-02    8.9677E-02  0.0000E+00  0.0000E+00
   3.6000E-02    9.4621E-02  0.0000E+00  0.0000E+00
   3.7000E-02    9.9682E-02  0.0000E+00  0.0000E+00
   3.8000E-02    1.0486E-01  0.0000E+00  0.0000E+00
   3.9000E-02    1.1015E-01  0.0000E+00  0.0000E+00
   4.0000E-02    1.1555E-01  0.0000E+00  0.0000E+00
   4.1000E-02    1.2106E-01  0.0000E+00  0.0000E+00
   4.2000E-02    1.2668E-01  0.0000E+00  0.0000E+00
   4.3000E-02    1.3240E-01  0.0000E+00  0.0000E+00
   4.4000E-02    1.3824E-01  0.0000E+00  0.0000E+00
   4.5000E-02    1.4418E-01  0.0000E+00  0.0000E+00
   4.6000E-02    1.5022E-01  0.0000E+00  0.0000E+00
   4.7000E-02    1.5636E-01  0.0000E+00  0.0000E+00
   4.8000E-02    1.6260E-01  0.0000E+00  0.0000E+00
   4.9000E-02    1.6894E-01  0.0000E+00  0.0000E+00
   5.0000E-02    1.7538E-01  0.0000E+00  0.0000E+00
   5.1000E-02    1.8191E-01  0.0000E+00  0.0000E+00
   5.2000E-02    1.8854E-01  0.0000E+00  0.0000E+00
   5.3000E-02    1.9526E-01  0.0000E+00  0.0000E+00
   5.4000E-02    2.0207E-01  0.0000E+00  0.0000E+00
   5.5000E-02    2.0897E-01  0.0000E+00  0.0000E+00
   5.6000E-02    2.1595E-01  0.0000E+00  0.0000E+00
   5.7000E-02    2.2303E-01  0.0000E+00  0.0000E+00
   5.8000E-02    2.3018E-01  0.0000E+00  0.0000E+00
   5.9000E-02    2.3742E-01  0.0000E+00  0.0000E+00
   6.0000E-02    2.4474E-01  0.0000E+00  0.0000E+00
   6.1000E-02    2.5214E-01  0.0000E+00  0.0000E+00
   6.2000E-02    2.5962E-01  0.0000E+00  0.0000E+00
   6.3000E-02    2.6718E-01  0.0000E+00  0.0000E+00
   6.4000E-02    2.7481E-01  0.0000E+00  0.0000E+00
   6.5000E-02    2.8251E-01  0.0000E+00  0.0000E+00
   6.6000E-02    2.9028E-01  0.0000E+00  0.0000E+00
