Vector REACTIONS under Static for NODALGROUP 2: NODENUMBER X0  Y0  Z0  RESULT-1 RESULT-2 ... RESULT-N
9
   0.0000E+00
 1  0.0000E+00  0.0000E+00  0.0000E+00  1.4176E+01  4.2372E+01  1.4176E+01
 2  5.0000E-01  0.0000E+00  0.0000E+00 -2.0862E-11  7.4780E+01  2.7502E+01
 5  0.0000E+00  0.0000E+00  5.0000E-01  2.7502E+01  7.4780E+01 -3.6247E-12
 6  5.0000E-01  0.0000E+00  5.0000E-01 -9.5629E-11  1.2969E+02 -1.6327E-11
 9  0.0000E+00  0.0000E+00  1.0000E+00  1.4176E+01  4.2372E+01 -1.4176E+01
 10  5.0000E-01  0.0000E+00  1.0000E+00 -2.0865E-11  7.4780E+01 -2.7502E+01
 55  1.0000E+00  0.0000E+00  0.0000E+00 -1.4176E+01  4.2372E+01  1.4176E+01
 57  1.0000E+00  0.0000E+00  5.0000E-01 -2.7502E+01  7.4780E+01 -3.6344E-12
 59  1.0000E+00  0.0000E+00  1.0000E+00 -1.4176E+01  4.2372E+01 -1.4176E+01
