# node 65
   0.0000E+00    0.0000E+00  0.0000E+00  0.0000E+00
   1.1647E-03   -8.3846E-04 -9.7499E-20  2.3654E-13
   2.3294E-03   -4.0783E-03 -1.5597E-18  3.8074E-11
   3.4940E-03   -9.0872E-03  6.4642E-18  6.8074E-10
   4.6587E-03   -1.4347E-02 -1.8610E-17  2.5134E-09
   5.8234E-03   -1.9931E-02  7.4483E-19  6.7097E-09
   6.9881E-03   -2.4713E-02  2.2210E-17  1.4125E-08
   8.1528E-03   -2.7335E-02 -1.4697E-17  2.1801E-08
   9.3174E-03   -2.8324E-02  7.7809E-18  3.0571E-08
   1.0482E-02   -2.7094E-02 -1.4628E-17  3.7481E-08
   1.1647E-02   -2.3338E-02 -4.5813E-17  3.6313E-08
   1.2811E-02   -1.8623E-02 -8.2262E-17  3.3394E-08
   1.3976E-02   -1.3082E-02 -6.3497E-17  2.5734E-08
   1.5141E-02   -7.3242E-03 -6.3078E-16  1.2683E-08
   1.6306E-02   -3.1620E-03  2.4485E-16  5.8659E-09
   1.7470E-02   -5.3482E-04 -1.3841E-16  6.0817E-10
   1.8635E-02    2.8004E-04 -4.7618E-17 -2.9343E-09
   1.9800E-02   -1.6870E-03 -8.9444E-17  3.1905E-09
   2.0964E-02   -5.3202E-03 -4.3831E-16  1.0951E-08
   2.2129E-02   -1.0097E-02 -8.9284E-18  1.9891E-08
   2.3294E-02   -1.6059E-02 -5.3416E-17  3.7396E-08
   2.4458E-02   -2.1338E-02 -2.5084E-16  5.3128E-08
   2.5623E-02   -2.5352E-02 -5.0596E-17  6.7067E-08
   2.6788E-02   -2.8076E-02 -1.4684E-15  8.5050E-08
   2.7952E-02   -2.8146E-02  5.9748E-16  9.1627E-08
   2.9117E-02   -2.5958E-02 -1.1496E-16  8.9083E-08
   3.0282E-02   -2.2362E-02  8.6868E-16  8.5126E-08
   3.1446E-02   -1.6976E-02  2.2998E-16  6.5574E-08
   3.2611E-02   -1.1199E-02  1.0163E-15  4.2116E-08
   3.3776E-02   -6.2725E-03  7.8039E-16  2.6884E-08
